,time,rank,score
774,2021/11/20 22:30,2,25600
775,2021/11/20 22:02,2,26100
776,2021/11/20 21:22,2,26600
777,2021/11/20 12:46,2,48000
778,2021/11/20 12:15,3,23900
779,2021/11/20 11:44,2,30000
780,2021/11/20 00:48,3,19300
781,2021/11/19 23:51,1,35000
782,2021/11/19 23:07,1,106900
783,2021/11/19 22:32,3,20100
784,2021/11/19 16:58,1,43500
785,2021/11/19 15:09,3,27300
786,2021/11/19 14:18,2,26700
787,2021/11/19 01:58,3,11400
788,2021/11/19 01:20,2,30500
789,2021/11/19 00:38,2,30300
790,2021/11/18 23:57,1,32400
791,2021/11/18 23:11,3,14800
792,2021/11/18 00:56,4,-900
793,2021/11/18 00:06,1,49900
794,2021/11/17 23:08,1,32100
795,2021/11/17 22:30,2,37800
796,2021/11/17 00:26,2,27000
797,2021/11/16 23:31,2,31200
798,2021/11/16 22:55,3,16800
799,2021/11/16 16:36,2,27900
800,2021/11/16 15:32,2,26300
801,2021/11/16 15:01,2,38000
802,2021/11/16 14:31,4,-1900
803,2021/11/16 13:37,2,26400
804,2021/11/16 00:25,2,33200
805,2021/11/15 23:53,1,31100
806,2021/11/15 00:50,4,11900
807,2021/11/15 00:09,2,24900
808,2021/11/14 23:32,1,38700
809,2021/11/14 22:00,3,18000
810,2021/11/14 21:22,3,10800
811,2021/11/14 20:44,3,10100
812,2021/11/14 19:54,2,30300
813,2021/11/14 19:18,2,29200
814,2021/11/14 16:38,3,12800
815,2021/11/14 15:06,2,24500
816,2021/11/14 01:44,1,36300
817,2021/11/14 01:01,2,27000
818,2021/11/14 00:12,1,34300
819,2021/11/13 23:22,3,21700
820,2021/11/13 16:15,2,26400
821,2021/11/13 15:29,2,24500
822,2021/11/13 14:46,4,12600
823,2021/11/13 12:43,1,40500
824,2021/11/13 11:48,2,30500
825,2021/11/13 01:14,1,57000
826,2021/11/13 00:29,4,3500
827,2021/11/12 23:42,2,30500
828,2021/11/12 23:06,2,32500
829,2021/11/12 22:03,3,32200
830,2021/11/12 14:35,4,9600
831,2021/11/12 13:54,1,59900
832,2021/11/12 13:03,1,51200
833,2021/11/12 12:21,3,28400
834,2021/11/12 01:28,3,18700
835,2021/11/12 00:41,4,9800
836,2021/11/11 23:56,1,35700
837,2021/11/11 23:10,2,26400
838,2021/11/11 00:59,3,21700
839,2021/11/10 23:44,1,38700
840,2021/11/9 21:48,2,34600
841,2021/11/9 17:39,1,30000
842,2021/11/9 17:02,3,16800
843,2021/11/9 16:30,4,11800
844,2021/11/9 15:53,2,22400
845,2021/11/9 15:20,1,58600
846,2021/11/9 14:31,2,35300
847,2021/11/9 13:51,1,35200
848,2021/11/9 13:05,2,35500
849,2021/11/9 12:38,4,20500
850,2021/11/9 12:00,2,40000
851,2021/11/9 01:21,1,39400
852,2021/11/9 00:40,2,26400
853,2021/11/8 23:54,3,31100
854,2021/11/8 22:41,3,26400
855,2021/11/8 22:10,3,28000
856,2021/11/8 21:41,1,47300
857,2021/11/8 01:15,1,46000
858,2021/11/8 00:48,1,32100
859,2021/11/8 00:20,3,12600
860,2021/11/7 23:37,1,49500
861,2021/11/7 22:57,1,39100
862,2021/11/7 20:54,1,53700
863,2021/11/7 20:28,2,33700
864,2021/11/7 19:52,2,26300
865,2021/11/7 16:41,1,49700
866,2021/11/7 16:13,2,25400
867,2021/11/7 15:26,1,43700
868,2021/11/7 14:52,4,5700
869,2021/11/7 11:17,4,-100
870,2021/11/7 00:15,1,52700
871,2021/11/6 23:31,3,12500
872,2021/11/6 22:55,4,13400
873,2021/11/6 22:20,1,39100
874,2021/11/6 21:35,4,7500
875,2021/11/6 20:52,2,19300
876,2021/11/6 18:27,2,34800
877,2021/11/6 16:45,1,38900
878,2021/11/6 16:08,3,15200
879,2021/11/6 15:28,2,34500
880,2021/11/6 14:06,4,-500
881,2021/11/6 13:43,1,44500
882,2021/11/6 13:12,4,-6300
883,2021/11/6 12:39,2,26500
884,2021/11/6 00:45,2,21300
885,2021/11/6 00:26,4,-7600
886,2021/11/6 00:06,3,32000
887,2021/11/5 23:41,3,29200
888,2021/11/5 23:17,4,-900
889,2021/11/5 22:28,4,10700
890,2021/11/5 22:05,2,28600
891,2021/11/5 16:42,1,46000
892,2021/11/5 16:10,4,9100
893,2021/11/5 14:35,1,52700
894,2021/11/5 13:50,2,35500
895,2021/11/5 13:14,3,23400
896,2021/11/5 12:10,3,22200
897,2021/11/4 23:57,4,2700
898,2021/11/4 23:32,1,56200
899,2021/11/4 22:30,1,47100
900,2021/11/4 22:00,1,31400
901,2021/11/4 21:28,2,26000
902,2021/11/4 16:38,1,40800
903,2021/11/4 15:58,1,38800
904,2021/11/4 15:19,4,-6800
905,2021/11/4 14:48,4,19100
906,2021/11/4 13:48,2,40100
907,2021/11/4 12:53,3,13700
908,2021/11/4 01:37,1,43300
909,2021/11/4 01:21,2,33400
910,2021/11/4 00:47,3,23200
911,2021/11/3 22:42,3,12400
912,2021/11/3 21:14,3,22300
913,2021/11/3 20:29,2,29800
914,2021/11/3 18:50,3,27200
915,2021/11/3 18:16,2,26500
916,2021/11/3 17:19,2,20900
917,2021/11/3 16:57,3,25500
918,2021/11/3 14:52,1,30900
919,2021/11/3 14:01,4,800
920,2021/11/3 13:26,4,17000
921,2021/11/3 12:38,2,42000
922,2021/11/2 17:49,1,38300
923,2021/11/2 17:04,3,23500
924,2021/11/2 00:47,1,42700
925,2021/11/2 00:19,1,37700
926,2021/11/1 23:47,3,18400
927,2021/11/1 00:45,4,2900
928,2021/11/1 00:24,2,34200
929,2021/10/31 23:53,4,-6600
930,2021/10/31 22:57,4,15700
931,2021/10/31 22:26,3,26600
932,2021/10/31 21:44,3,12700
933,2021/10/31 17:30,4,19100
934,2021/10/31 16:45,1,39400
935,2021/10/31 15:56,1,33400
936,2021/10/31 15:07,1,36700
937,2021/10/31 13:31,2,25000
938,2021/10/31 12:36,2,23000
939,2021/10/31 02:10,4,17000
940,2021/10/31 01:35,1,39400
941,2021/10/31 00:17,1,32300
942,2021/10/30 00:40,2,20900
943,2021/10/29 23:58,3,13200
944,2021/10/29 22:32,4,18400
945,2021/10/29 21:52,1,54400
946,2021/10/29 21:17,4,15300
947,2021/10/29 16:57,3,15200
948,2021/10/29 16:19,4,6100
949,2021/10/29 15:45,4,5400
950,2021/10/29 15:09,2,31200
951,2021/10/29 14:28,4,22100
952,2021/10/29 13:48,2,41600
953,2021/10/29 13:06,1,33000
954,2021/10/29 00:51,3,11900
955,2021/10/29 00:03,2,31400
956,2021/10/28 22:59,2,28600
957,2021/10/28 01:51,2,23800
958,2021/10/28 01:18,1,38800
959,2021/10/28 00:43,2,28300
960,2021/10/28 00:03,2,22200
961,2021/10/27 22:53,3,20200
962,2021/10/27 22:01,4,16500
963,2021/10/27 21:33,1,37000
964,2021/10/27 20:49,2,40600
965,2021/10/27 00:54,2,27800
966,2021/10/27 00:24,1,47200
967,2021/10/26 23:58,3,19200
968,2021/10/26 23:27,3,27900
969,2021/10/26 22:53,3,16000
970,2021/10/26 22:24,2,33900
971,2021/10/26 17:21,1,53300
972,2021/10/26 16:36,3,24000
973,2021/10/26 14:34,2,25700
974,2021/10/26 13:43,2,29200
975,2021/10/26 12:44,1,45100
976,2021/10/26 01:42,2,25400
977,2021/10/26 01:17,2,27800
978,2021/10/26 00:32,2,33800
979,2021/10/25 23:54,4,9100
980,2021/10/25 22:41,2,29100
981,2021/10/25 22:13,2,36500
982,2021/10/25 19:39,2,23400
983,2021/10/25 17:42,4,-1500
984,2021/10/25 16:59,3,25700
985,2021/10/25 01:51,2,25200
986,2021/10/25 01:13,4,5400
987,2021/10/25 00:35,3,20600
988,2021/10/25 00:02,3,20100
989,2021/10/24 22:47,1,35100
990,2021/10/24 21:52,3,18500
991,2021/10/24 21:08,3,22900
992,2021/10/24 20:46,2,30300
993,2021/10/24 20:10,2,32500
994,2021/10/24 15:55,4,5200
995,2021/10/24 14:59,4,16700
996,2021/10/24 14:20,2,33500
997,2021/10/24 13:46,3,20900
998,2021/10/24 13:16,4,-1100
999,2021/10/24 12:45,2,37400
1000,2021/10/24 10:40,2,27600
1001,2021/10/24 09:49,4,11300
1002,2021/10/24 01:49,3,21300
1003,2021/10/24 01:23,3,21500
1004,2021/10/24 00:25,2,24500
1005,2021/10/24 00:01,2,44300
1006,2021/10/23 22:55,3,19800
1007,2021/10/23 22:30,2,32400
1008,2021/10/23 21:44,4,8700
1009,2021/10/23 21:12,2,24100
1010,2021/10/23 16:35,2,35300
1011,2021/10/23 15:46,4,20400
1012,2021/10/23 15:14,4,-1300
1013,2021/10/23 13:40,2,39500
1014,2021/10/23 13:06,4,11900
1015,2021/10/23 12:49,1,36300
1016,2021/10/23 12:21,3,18300
1017,2021/10/23 01:32,4,-1000
1018,2021/10/23 00:55,1,39800
1019,2021/10/23 00:13,1,38900
1020,2021/10/22 22:40,1,37700
1021,2021/10/22 21:46,4,21800
1022,2021/10/22 17:39,3,23800
1023,2021/10/22 16:38,1,43400
1024,2021/10/22 00:58,2,26800
1025,2021/10/22 00:29,1,34100
1026,2021/10/22 00:03,4,13100
1027,2021/10/21 22:51,3,12000
1028,2021/10/21 01:17,4,18500
1029,2021/10/21 00:13,3,18000
1030,2021/10/20 23:20,1,48700
1031,2021/10/20 22:31,4,13600
1032,2021/10/20 21:44,3,7400
1033,2021/10/20 01:48,2,29700
1034,2021/10/20 01:16,2,26300
1035,2021/10/20 00:59,2,30200
1036,2021/10/20 00:29,4,-2600
1037,2021/10/19 23:51,3,5700
1038,2021/10/19 23:08,3,30000
1039,2021/10/19 22:01,2,27300
1040,2021/10/19 17:11,1,73100
1041,2021/10/19 14:56,2,27100
1042,2021/10/19 13:40,1,40100
1043,2021/10/19 13:06,1,35200
1044,2021/10/19 01:15,3,19000
1045,2021/10/19 00:33,3,22900
1046,2021/10/19 00:03,4,6400
1047,2021/10/18 23:34,1,53400
1048,2021/10/18 23:20,2,34900
1049,2021/10/18 22:50,1,33000
1050,2021/10/18 01:53,1,52600
1051,2021/10/18 01:25,4,-4300
1052,2021/10/18 00:32,3,26500
1053,2021/10/18 00:01,1,50400
1054,2021/10/17 23:31,2,25600
1055,2021/10/17 22:30,3,15900
1056,2021/10/17 21:55,4,6700
1057,2021/10/17 21:15,2,46900
1058,2021/10/17 20:33,4,17300
1059,2021/10/17 20:14,4,-4000
1060,2021/10/17 19:50,1,36800
1061,2021/10/17 19:21,4,18300
1062,2021/10/17 18:49,1,42700
1063,2021/10/17 16:55,4,15600
1064,2021/10/17 15:49,3,23900
1065,2021/10/17 15:10,4,9700
1066,2021/10/17 14:39,4,4000
1067,2021/10/17 14:11,4,8700
1068,2021/10/17 13:23,2,20200
1069,2021/10/17 12:25,1,59800
1070,2021/10/17 00:31,2,19600
1071,2021/10/16 23:54,4,-10200
1072,2021/10/16 21:54,4,8700
1073,2021/10/16 21:36,2,35400
1074,2021/10/16 20:50,4,6100
1075,2021/10/16 20:00,4,8600
1076,2021/10/16 17:24,3,12600
1077,2021/10/16 16:57,3,21700
1078,2021/10/16 15:48,2,40000
1079,2021/10/16 15:11,2,25900
1080,2021/10/16 14:29,3,23200
1081,2021/10/16 13:42,3,29500
1082,2021/10/16 13:25,4,-900
1083,2021/10/16 13:08,4,-1000
1084,2021/10/16 00:47,2,37800
1085,2021/10/16 00:15,1,33000
1086,2021/10/15 23:44,3,13000
1087,2021/10/15 23:29,2,32000
1088,2021/10/15 22:16,1,46600
1089,2021/10/15 17:59,4,22200
1090,2021/10/15 17:21,4,11600
1091,2021/10/15 16:35,4,-2500
1092,2021/10/15 15:55,3,14000
1093,2021/10/15 00:53,4,-500
1094,2021/10/15 00:20,2,33700
1095,2021/10/14 23:48,3,24200
1096,2021/10/14 23:13,4,14100
1097,2021/10/14 01:49,4,-6600
1098,2021/10/14 01:12,1,39800
1099,2021/10/14 00:36,1,41100
1100,2021/10/13 23:40,4,2900
1101,2021/10/13 22:43,1,55800
1102,2021/10/13 22:08,2,36700
1103,2021/10/13 01:28,3,25000
1104,2021/10/13 00:46,1,49300
1105,2021/10/13 00:14,2,27900
1106,2021/10/12 23:39,1,39700
1107,2021/10/12 23:03,2,30100
1108,2021/10/12 22:23,2,33300
1109,2021/10/12 21:32,1,41600
1110,2021/10/12 17:18,4,8000
1111,2021/10/12 16:44,2,39600
1112,2021/10/12 15:58,1,32700
1113,2021/10/12 15:12,2,36000
1114,2021/10/12 13:58,2,18500
1115,2021/10/12 12:54,2,28900
1116,2021/10/12 12:24,2,31900
1117,2021/10/12 01:42,3,19300
1118,2021/10/12 00:55,2,29000
1119,2021/10/12 00:23,4,8800
1120,2021/10/11 23:43,2,30700
1121,2021/10/11 23:19,1,38300
1122,2021/10/11 22:47,4,15200
1123,2021/10/11 21:18,4,15200
1124,2021/10/11 19:24,2,35000
1125,2021/10/11 16:41,1,43400
1126,2021/10/11 14:22,1,37200
1127,2021/10/11 13:43,1,31200
1128,2021/10/11 12:57,1,33100
1129,2021/10/11 01:50,3,16800
1130,2021/10/11 01:18,4,11200
1131,2021/10/11 00:23,4,8900
1132,2021/10/10 23:38,2,37400
1133,2021/10/10 23:03,1,32300
1134,2021/10/10 01:14,3,12900
1135,2021/10/10 00:25,2,32500
1136,2021/10/9 23:28,2,36600
1137,2021/10/9 22:39,2,34600
1138,2021/10/9 22:12,2,26800
1139,2021/10/9 21:14,4,14500
1140,2021/10/9 19:19,4,15700
1141,2021/10/9 18:40,3,19400
1142,2021/10/9 16:43,2,39200
1143,2021/10/9 16:07,2,25300
1144,2021/10/9 14:32,1,31100
1145,2021/10/9 13:44,1,30800
1146,2021/10/9 12:59,1,34700
1147,2021/10/9 01:30,1,39000
1148,2021/10/9 01:08,2,34600
1149,2021/10/9 00:38,1,39900
1150,2021/10/9 00:00,2,31100
1151,2021/10/8 23:28,4,13500
1152,2021/10/8 22:33,1,45700
1153,2021/10/8 19:57,1,56800
1154,2021/10/8 17:10,1,46900
1155,2021/10/8 16:42,2,36800
1156,2021/10/8 16:18,3,7300
1157,2021/10/8 15:24,2,22500
1158,2021/10/8 14:49,2,33400
1159,2021/10/8 14:15,4,7800
1160,2021/10/8 13:47,3,15900
1161,2021/10/8 01:37,1,42200
1162,2021/10/8 00:54,3,26900
1163,2021/10/8 00:16,2,24500
1164,2021/10/7 23:35,1,48100
1165,2021/10/7 23:10,2,34300
1166,2021/10/7 22:33,1,37100
1167,2021/10/7 01:57,1,57700
1168,2021/10/7 01:26,4,15200
1169,2021/10/7 00:43,2,21900
1170,2021/10/7 00:13,3,16900
1171,2021/10/6 23:38,3,21000
1172,2021/10/6 22:58,1,39600
1173,2021/10/6 22:24,3,30900
1174,2021/10/6 21:39,4,5400
1175,2021/10/6 21:02,3,31500
1176,2021/10/6 01:34,1,35100
1177,2021/10/6 01:20,1,45000
1178,2021/10/6 01:15,4,-2000
1179,2021/10/6 00:35,2,34100
1180,2021/10/6 00:06,4,1100
1181,2021/10/5 23:37,3,26900
1182,2021/10/5 22:54,1,75300
1183,2021/10/5 21:41,4,21200
1184,2021/10/5 21:19,1,43700
1185,2021/10/5 20:48,2,37400
1186,2021/10/5 20:10,2,33500
1187,2021/10/5 19:43,4,0
1188,2021/10/5 16:58,1,38600
1189,2021/10/5 16:19,2,22600
1190,2021/10/5 15:47,3,23000
1191,2021/10/5 15:06,2,34000
1192,2021/10/5 13:24,1,33700
1193,2021/10/5 12:36,1,31400
1194,2021/10/5 01:53,2,38200
1195,2021/10/5 01:11,3,25700
1196,2021/10/5 00:43,4,-1900
1197,2021/10/4 23:58,3,16100
1198,2021/10/4 22:35,1,48500
1199,2021/10/4 21:50,4,5400
1200,2021/10/4 21:01,3,4300
1201,2021/10/4 20:16,4,12000
1202,2021/10/4 19:49,3,21300
1203,2021/10/4 16:12,1,37500
1204,2021/10/4 15:32,4,6000
1205,2021/10/4 15:01,4,15300
1206,2021/10/4 14:01,2,27900
1207,2021/10/4 13:31,4,17400
1208,2021/10/4 03:28,1,45900
1209,2021/10/4 02:44,2,27600
1210,2021/10/4 02:10,2,27000
1211,2021/10/4 01:41,2,34300
1212,2021/10/4 00:59,4,-7400
1213,2021/10/4 00:15,4,12100
1214,2021/10/3 23:39,3,15900
1215,2021/10/3 23:00,3,28600
1216,2021/10/3 22:20,3,19200
1217,2021/10/2 23:30,2,30800
1218,2021/10/2 21:39,1,37100
1219,2021/10/2 21:10,2,30800
1220,2021/10/2 20:19,1,35300
1221,2021/10/2 15:27,2,38800
1222,2021/10/2 14:52,1,42000
1223,2021/10/2 14:20,1,38600
1224,2021/10/2 11:17,1,56800
1225,2021/10/2 10:52,1,52400
1226,2021/10/2 10:14,1,33500
1227,2021/10/2 09:39,3,18000
1228,2021/10/2 01:01,3,20200
1229,2021/10/2 00:13,2,35000
1230,2021/10/1 23:45,3,18000
1231,2021/10/1 22:41,4,5300
1232,2021/10/1 22:11,3,27800
1233,2021/10/1 21:29,1,31500
1234,2021/10/1 21:05,3,23600
1235,2021/10/1 20:33,1,37400
1236,2021/10/1 19:49,4,18400
1237,2021/10/1 19:23,1,52500
1238,2021/10/1 18:53,3,18200
1239,2021/10/1 17:03,3,10100
1240,2021/10/1 01:44,2,34300
1241,2021/10/1 00:40,1,46700
1242,2021/9/30 02:09,3,21700
1243,2021/9/30 01:34,2,26100
1244,2021/9/30 00:59,3,17800
1245,2021/9/29 23:39,2,37400
1246,2021/9/29 22:58,3,28400
1247,2021/9/29 00:11,4,11900
1248,2021/9/28 23:55,2,20000
1249,2021/9/28 23:27,1,42700
1250,2021/9/28 19:27,1,62300
1251,2021/9/28 18:38,1,36300
1252,2021/9/28 16:29,1,45200
1253,2021/9/28 16:02,4,17100
1254,2021/9/28 15:26,3,11000
1255,2021/9/28 14:40,2,28000
1256,2021/9/28 12:34,4,300
1257,2021/9/28 10:34,1,41800
1258,2021/9/28 00:57,3,14100
1259,2021/9/28 00:19,1,32600
1260,2021/9/27 23:33,2,31100
1261,2021/9/27 21:54,1,38400
1262,2021/9/27 21:07,2,24700
1263,2021/9/27 20:53,4,-5200
1264,2021/9/27 20:03,2,30000
1265,2021/9/27 19:25,1,31400
1266,2021/9/27 17:47,3,22800
1267,2021/9/27 17:22,1,39000
1268,2021/9/27 15:55,3,17400
1269,2021/9/27 15:09,2,37700
1270,2021/9/27 14:33,3,24800
1271,2021/9/27 13:52,2,23600
1272,2021/9/27 00:17,2,17900
1273,2021/9/26 23:29,3,22100
1274,2021/9/26 22:41,3,21000
1275,2021/9/26 22:01,1,33800
1276,2021/9/26 00:55,2,17000
1277,2021/9/26 00:16,2,31400
1278,2021/9/25 23:35,1,44900
1279,2021/9/25 19:23,1,39500
1280,2021/9/25 18:43,2,25800
1281,2021/9/25 17:50,1,44700
1282,2021/9/25 17:06,2,26600
1283,2021/9/25 15:36,4,7100
1284,2021/9/25 15:06,4,12900
1285,2021/9/25 14:09,2,28500
1286,2021/9/25 13:28,2,43400
1287,2021/9/25 12:52,3,19800
1288,2021/9/25 12:20,1,43500
1289,2021/9/25 11:36,2,29600
1290,2021/9/25 11:16,3,29600
1291,2021/9/25 03:42,2,30500
1292,2021/9/25 01:11,4,17300
1293,2021/9/25 00:29,4,-2200
1294,2021/9/24 22:19,4,17400
1295,2021/9/24 21:51,4,10300
1296,2021/9/24 21:21,1,40700
1297,2021/9/24 20:44,4,15800
1298,2021/9/24 20:07,4,4500
1299,2021/9/24 16:00,1,39900
1300,2021/9/24 15:30,4,3400
1301,2021/9/24 14:44,2,29700
1302,2021/9/24 13:45,3,26400
1303,2021/9/24 01:20,4,-6800
1304,2021/9/24 00:55,2,22300
1305,2021/9/24 00:13,2,22700
1306,2021/9/23 22:35,2,28900
1307,2021/9/23 21:57,2,36000
1308,2021/9/23 21:21,4,4700
1309,2021/9/23 01:29,1,39200
1310,2021/9/23 00:37,2,26100
1311,2021/9/22 23:53,1,38300
1312,2021/9/22 22:51,2,24800
1313,2021/9/22 22:40,3,21000
1314,2021/9/22 22:05,1,30700
1315,2021/9/22 00:58,1,57600
1316,2021/9/22 00:24,4,700
1317,2021/9/22 00:13,2,25000
1318,2021/9/21 23:32,2,31500
1319,2021/9/21 22:11,1,42700
1320,2021/9/21 20:20,3,20100
1321,2021/9/21 19:22,3,23800
1322,2021/9/21 17:34,1,53500
1323,2021/9/21 16:57,2,25000
1324,2021/9/21 16:32,1,37500
1325,2021/9/21 16:00,3,16700
1326,2021/9/21 15:11,3,22000
1327,2021/9/21 14:37,4,10000
1328,2021/9/21 13:47,2,21400
1329,2021/9/21 13:04,2,25200
1330,2021/9/21 01:31,3,21400
1331,2021/9/21 00:53,4,9800
1332,2021/9/21 00:22,3,16800
1333,2021/9/20 23:52,3,23600
1334,2021/9/20 22:59,4,14100
1335,2021/9/20 22:32,3,24700
1336,2021/9/20 22:00,1,45800
1337,2021/9/20 21:38,2,18200
1338,2021/9/20 20:00,4,6400
1339,2021/9/20 19:42,4,-900
1340,2021/9/20 18:19,3,15000
1341,2021/9/20 17:45,1,36700
1342,2021/9/20 14:56,2,29200
1343,2021/9/20 14:24,4,-3700
1344,2021/9/20 13:43,2,27500
1345,2021/9/20 13:06,4,17900
1346,2021/9/20 01:32,4,16000
1347,2021/9/20 01:02,3,25300
1348,2021/9/20 00:23,1,45000
1349,2021/9/19 22:35,4,10700
1350,2021/9/19 21:31,2,26900
1351,2021/9/19 00:24,4,10300
1352,2021/9/18 21:42,3,22200
1353,2021/9/18 16:24,4,7500
1354,2021/9/18 15:48,1,58700
1355,2021/9/18 13:58,3,16900
1356,2021/9/18 13:21,1,30600
1357,2021/9/18 00:19,3,23800
1358,2021/9/17 22:07,3,20400
1359,2021/9/17 21:24,1,45600
1360,2021/9/17 20:39,3,25700
1361,2021/9/17 20:22,2,35400
1362,2021/9/17 17:03,1,39900
1363,2021/9/17 16:20,2,37700
1364,2021/9/17 15:18,1,42800
1365,2021/9/17 14:42,3,23500
1366,2021/9/17 13:32,2,27900
1367,2021/9/17 12:27,2,26300
1368,2021/9/17 12:02,3,25900
1369,2021/9/17 01:21,1,42700
1370,2021/9/17 00:56,1,42300
1371,2021/9/17 00:24,2,36400
1372,2021/9/16 22:43,2,29400
1373,2021/9/16 22:10,3,23500
1374,2021/9/16 21:33,1,34900
1375,2021/9/16 20:59,2,25300
1376,2021/9/16 20:26,4,17000
1377,2021/9/16 01:55,2,35600
1378,2021/9/16 01:22,1,40300
1379,2021/9/16 00:34,1,44900
1380,2021/9/16 00:15,3,22500
1381,2021/9/16 00:05,3,19000
1382,2021/9/15 23:22,1,38900
1383,2021/9/15 22:08,1,35500
1384,2021/9/15 21:50,1,36500
1385,2021/9/15 21:24,3,23300
1386,2021/9/15 20:35,1,45900
1387,2021/9/15 19:43,2,26600
1388,2021/9/15 01:20,3,27700
1389,2021/9/15 00:31,2,24300
1390,2021/9/14 23:59,3,26800
1391,2021/9/14 23:23,4,17000
1392,2021/9/14 22:26,2,26900
1393,2021/9/14 21:32,2,30800
1394,2021/9/14 20:50,1,50700
1395,2021/9/14 20:14,3,17400
1396,2021/9/14 19:32,2,31300
1397,2021/9/14 19:12,3,8000
1398,2021/9/14 18:43,1,31200
1399,2021/9/14 18:16,1,53800
1400,2021/9/14 16:37,3,16800
1401,2021/9/14 15:56,4,10700
1402,2021/9/14 15:15,4,-1700
1403,2021/9/14 14:44,4,17500
1404,2021/9/14 14:11,4,1600
1405,2021/9/14 13:59,4,-2300
1406,2021/9/14 13:14,4,18600
1407,2021/9/14 12:42,2,37300
1408,2021/9/14 12:00,4,20000
1409,2021/9/14 00:44,1,38500
1410,2021/9/13 23:47,2,34000
1411,2021/9/13 22:57,2,35600
1412,2021/9/13 21:30,4,13700
1413,2021/9/13 20:47,4,15100
1414,2021/9/13 20:12,3,28800
1415,2021/9/13 19:26,2,21900
1416,2021/9/13 18:40,1,40600
1417,2021/9/13 18:08,4,1100
1418,2021/9/13 17:41,2,31000
1419,2021/9/13 16:51,1,31300
1420,2021/9/13 16:26,4,-1000
1421,2021/9/13 15:18,4,-10200
1422,2021/9/13 14:41,4,17800
1423,2021/9/13 14:09,3,12000
1424,2021/9/13 13:42,4,8500
1425,2021/9/13 13:08,3,21500
1426,2021/9/13 12:32,1,47300
1427,2021/9/13 02:57,1,35000
1428,2021/9/13 02:23,4,6600
1429,2021/9/13 01:47,2,25300
1430,2021/9/13 00:57,3,25900
1431,2021/9/13 00:25,3,19700
1432,2021/9/12 23:41,1,42000
1433,2021/9/12 23:00,1,44800
1434,2021/9/12 22:40,1,40500
1435,2021/9/12 22:06,4,13500
1436,2021/9/12 01:47,3,21900
1437,2021/9/12 01:09,2,29100
1438,2021/9/12 00:52,2,26700
1439,2021/9/12 00:24,4,9300
1440,2021/9/11 22:37,1,44900
1441,2021/9/11 22:27,1,59900
1442,2021/9/11 21:32,2,22600
1443,2021/9/11 20:55,1,35400
1444,2021/9/11 20:27,3,27600
1445,2021/9/11 19:49,4,14200
1446,2021/9/11 19:23,2,20100
1447,2021/9/11 18:56,2,36500
1448,2021/9/11 16:30,3,13500
1449,2021/9/11 15:49,4,13200
1450,2021/9/11 15:00,4,14200
1451,2021/9/11 14:46,4,-3000
1452,2021/9/11 13:02,4,15400
1453,2021/9/11 12:28,4,16200
1454,2021/9/10 23:37,1,47100
1455,2021/9/10 22:11,1,45100
1456,2021/9/10 21:30,3,16200
1457,2021/9/10 20:43,3,15600
1458,2021/9/10 20:03,1,48200
1459,2021/9/10 18:14,4,8000
1460,2021/9/10 17:15,4,-600
1461,2021/9/10 15:53,2,30600
1462,2021/9/10 14:08,2,25400
1463,2021/9/10 13:25,1,41100
1464,2021/9/10 11:42,1,33300
1465,2021/9/10 11:12,2,25300
1466,2021/9/10 01:45,3,14700
1467,2021/9/10 01:06,1,37600
1468,2021/9/10 00:25,3,19300
1469,2021/9/9 23:47,1,48300
1470,2021/9/9 23:17,1,39800
1471,2021/9/9 22:02,2,30200
1472,2021/9/9 21:19,1,43400
1473,2021/9/9 01:50,4,8200
1474,2021/9/9 01:08,1,44700
1475,2021/9/9 00:13,1,44200
1476,2021/9/8 22:49,1,54700
1477,2021/9/8 01:27,3,22600
1478,2021/9/8 00:54,1,39100
1479,2021/9/8 00:16,3,26100
1480,2021/9/7 23:32,3,26600
1481,2021/9/7 23:08,2,22600
1482,2021/9/7 20:54,3,23100
1483,2021/9/7 20:14,3,9200
1484,2021/9/7 19:26,1,33900
1485,2021/9/7 18:57,4,-2800
1486,2021/9/7 16:45,3,22700
1487,2021/9/7 14:58,3,18100
1488,2021/9/7 14:10,3,12000
1489,2021/9/7 13:25,1,35800
1490,2021/9/7 11:48,3,20800
1491,2021/9/7 11:20,4,-12200
1492,2021/9/6 22:23,4,10200
1493,2021/9/6 21:43,4,9500
1494,2021/9/6 21:08,3,17400
1495,2021/9/6 20:03,1,45500
1496,2021/9/6 19:36,3,15900
1497,2021/9/6 17:46,4,18500
1498,2021/9/6 15:32,3,20300
1499,2021/9/6 13:44,1,58600
1500,2021/9/6 12:45,1,39400
1501,2021/9/6 11:40,1,34700
1502,2021/9/6 10:59,1,49700
1503,2021/9/6 01:00,3,25400
1504,2021/9/5 23:54,1,59800
1505,2021/9/5 23:24,1,41500
1506,2021/9/5 21:49,4,6400
1507,2021/9/5 21:02,1,48800
1508,2021/9/5 20:14,3,21800
1509,2021/9/5 19:58,1,48900
1510,2021/9/5 19:29,1,37000
1511,2021/9/5 19:02,1,38400
1512,2021/9/5 18:36,4,20400
1513,2021/9/5 01:05,1,60700
1514,2021/9/5 00:14,2,21700
1515,2021/9/4 23:41,3,17900
1516,2021/9/4 21:32,1,35600
1517,2021/9/4 21:05,3,13500
1518,2021/9/4 20:32,1,39400
1519,2021/9/4 19:57,2,28900
