,time,rank,score
1520,2021/9/4 19:29,4,19300
1521,2021/9/4 18:29,1,39500
1522,2021/9/4 17:47,3,11200
1523,2021/9/4 17:19,2,34500
1524,2021/9/4 16:43,2,27200
1525,2021/9/4 14:57,2,29600
1526,2021/9/4 14:13,2,25500
1527,2021/9/4 13:29,2,26800
1528,2021/9/4 12:55,3,20300
1529,2021/9/4 12:26,2,30500
1530,2021/9/4 11:47,1,58200
1531,2021/9/3 23:48,1,33500
1532,2021/9/3 22:30,1,40900
1533,2021/9/3 21:45,4,-1000
1534,2021/9/3 21:06,3,25800
1535,2021/9/3 20:48,4,-2500
1536,2021/9/3 00:59,1,57500
1537,2021/9/3 00:25,2,30200
1538,2021/9/2 23:47,3,25400
1539,2021/9/1 01:06,1,44100
1540,2021/9/1 00:32,4,3400
1541,2021/9/1 00:06,4,-800
1542,2021/8/31 22:32,2,23500
1543,2021/8/31 22:10,3,13500
1544,2021/8/31 21:23,4,10500
1545,2021/8/31 21:02,4,-2000
1546,2021/8/31 20:28,3,19500
1547,2021/8/31 19:45,1,38600
1548,2021/8/31 19:20,1,53400
1549,2021/8/31 18:45,4,12300
1550,2021/8/31 17:12,1,36200
1551,2021/8/31 16:45,1,67200
1552,2021/8/31 15:38,3,20800
1553,2021/8/31 15:00,1,54200
1554,2021/8/31 14:22,1,37500
1555,2021/8/31 13:56,2,32700
1556,2021/8/31 13:14,1,47400
1557,2021/8/31 12:43,4,4800
1558,2021/8/31 12:31,2,25000
1559,2021/8/31 00:50,4,10100
1560,2021/8/31 00:18,3,23900
1561,2021/8/30 23:53,1,38900
1562,2021/8/30 22:42,4,18200
1563,2021/8/30 21:49,2,20500
1564,2021/8/30 21:13,4,600
1565,2021/8/30 20:31,1,34100
1566,2021/8/30 19:24,2,32200
1567,2021/8/30 18:44,4,16300
1568,2021/8/30 17:28,3,16000
1569,2021/8/30 16:26,2,35900
1570,2021/8/30 15:53,3,22100
1571,2021/8/30 15:15,3,25700
1572,2021/8/30 14:33,1,54000
1573,2021/8/30 13:56,3,20000
1574,2021/8/30 13:26,2,32400
1575,2021/8/30 13:02,3,17800
1576,2021/8/30 01:40,1,31600
1577,2021/8/30 01:02,1,43400
1578,2021/8/30 00:15,2,34600
1579,2021/8/29 23:18,1,37100
1580,2021/8/26 19:55,4,7400
1581,2021/4/28 02:27,1,47800
1582,2021/4/28 01:44,2,31100
1583,2021/4/28 00:46,2,29400
1584,2021/4/28 00:30,3,23300
1585,2021/4/28 00:19,1,45200
1586,2021/4/27 23:29,2,26800
1587,2021/4/27 23:05,4,-6900
1588,2021/4/27 02:12,3,18500
1589,2021/4/27 01:06,1,52600
1590,2021/4/27 00:37,2,36100
1591,2021/4/26 23:58,1,77800
1592,2021/4/26 23:39,3,14800
1593,2021/4/26 22:57,1,36300
1594,2021/4/26 22:08,1,40800
1595,2021/4/26 17:36,2,28600
1596,2021/4/26 16:55,3,18000
1597,2021/4/26 16:23,1,56500
1598,2021/4/26 15:25,2,24400
1599,2021/4/26 14:42,2,27000
1600,2021/4/26 13:59,4,6000
1601,2021/4/26 13:33,1,33900
1602,2021/4/26 12:37,3,12900
1603,2021/4/26 11:44,3,18600
1604,2021/4/26 11:27,3,25200
1605,2021/4/26 10:55,4,16700
1606,2021/4/26 01:17,1,52000
1607,2021/4/26 00:48,1,37500
1608,2021/4/26 00:08,2,22400
1609,2021/4/25 23:24,2,20200
1610,2021/4/25 22:36,4,0
1611,2021/4/25 22:06,4,16100
1612,2021/4/25 21:30,3,19900
1613,2021/4/25 20:59,1,59100
1614,2021/4/25 20:07,1,32700
1615,2021/4/25 19:37,1,43400
1616,2021/4/25 18:36,2,27300
1617,2021/4/25 17:49,1,40200
1618,2021/4/25 17:23,2,26300
1619,2021/4/25 16:58,4,5200
1620,2021/4/25 16:44,4,-2400
1621,2021/4/25 16:11,1,42400
1622,2021/4/25 15:56,3,17900
1623,2021/4/25 15:19,4,8800
1624,2021/4/25 14:45,3,19400
1625,2021/4/25 14:04,3,32400
1626,2021/4/25 13:39,2,27300
1627,2021/4/25 12:50,2,37100
1628,2021/4/25 12:18,2,22000
1629,2021/4/25 11:40,2,31100
1630,2021/4/25 11:07,3,13300
1631,2021/4/24 22:31,1,49400
1632,2021/4/24 21:47,4,15200
1633,2021/4/24 21:18,2,22900
1634,2021/4/24 20:49,1,47100
1635,2021/4/24 20:02,2,22000
1636,2021/4/24 19:40,1,43700
1637,2021/4/24 19:14,3,23100
1638,2021/4/24 18:42,4,-4500
1639,2021/4/24 18:16,2,28400
1640,2021/4/24 15:54,3,23300
1641,2021/4/24 15:25,2,30800
1642,2021/4/24 14:47,1,31800
1643,2021/4/24 14:02,4,5000
1644,2021/4/24 13:19,1,37200
1645,2021/4/24 12:55,2,31900
1646,2021/4/24 12:05,2,30500
1647,2021/4/24 11:38,2,27600
1648,2021/4/24 10:58,3,17600
1649,2021/4/24 10:10,1,43400
1650,2021/4/24 09:35,1,44100
1651,2021/4/24 02:01,1,38000
1652,2021/4/24 01:28,2,34500
1653,2021/4/24 00:58,2,29800
1654,2021/4/24 00:28,2,32100
1655,2021/4/24 00:00,2,31300
1656,2021/4/23 23:26,2,25600
1657,2021/4/23 22:42,4,14800
1658,2021/4/23 02:18,3,22000
1659,2021/4/23 01:53,1,41900
1660,2021/4/23 01:12,4,13700
1661,2021/4/23 01:05,2,34500
1662,2021/4/23 00:24,3,17800
1663,2021/4/22 23:32,2,40600
1664,2021/4/22 01:19,3,9900
1665,2021/4/22 00:40,2,33100
1666,2021/4/22 00:20,1,50600
1667,2021/4/21 23:46,3,6100
1668,2021/4/21 23:00,2,32800
1669,2021/4/21 22:27,1,32900
1670,2021/4/21 21:43,3,26500
1671,2021/4/21 21:18,2,28400
1672,2021/4/21 19:24,3,21100
1673,2021/4/21 18:48,1,39100
1674,2021/4/21 18:07,2,30500
1675,2021/4/21 17:36,4,-5900
1676,2021/4/21 16:56,4,8100
1677,2021/4/21 16:23,2,36400
1678,2021/4/21 15:43,2,24600
1679,2021/4/21 01:23,1,55500
1680,2021/4/21 00:37,1,30800
1681,2021/4/20 23:54,2,28300
1682,2021/4/20 23:20,1,40800
1683,2021/4/20 22:23,1,55700
1684,2021/4/20 22:06,1,42800
1685,2021/4/20 01:43,2,23000
1686,2021/4/20 01:01,1,34300
1687,2021/4/20 00:39,1,53800
1688,2021/4/20 00:05,3,21600
1689,2021/4/19 23:16,2,27500
1690,2021/4/19 22:48,4,14700
1691,2021/4/19 22:20,1,32400
1692,2021/4/19 17:01,3,18400
1693,2021/4/19 16:34,3,21100
1694,2021/4/19 16:06,1,52900
1695,2021/4/19 15:19,1,37800
1696,2021/4/19 14:51,2,31200
1697,2021/4/19 14:36,2,6600
1698,2021/4/19 14:14,2,40100
1699,2021/4/19 13:22,4,12600
1700,2021/4/19 12:44,2,30100
1701,2021/4/19 12:15,3,20400
1702,2021/4/19 00:31,3,15900
1703,2021/4/19 00:02,4,17600
1704,2021/4/18 23:29,1,36100
1705,2021/4/18 22:08,3,14900
1706,2021/4/18 21:37,2,35100
1707,2021/4/18 21:02,2,25300
1708,2021/4/18 20:30,2,32800
1709,2021/4/18 19:47,4,17000
1710,2021/4/18 19:15,3,8900
1711,2021/4/18 18:47,1,34100
1712,2021/4/18 17:03,1,40400
1713,2021/4/18 16:28,4,5400
1714,2021/4/18 15:58,1,33200
1715,2021/4/18 15:46,2,39300
1716,2021/4/18 15:14,2,33900
1717,2021/4/18 12:40,4,-4000
1718,2021/4/18 12:14,3,32100
1719,2021/4/18 11:37,1,36100
1720,2021/4/18 01:12,3,17500
1721,2021/4/18 00:42,1,55700
1722,2021/4/18 00:01,4,14000
1723,2021/4/17 23:38,4,5900
1724,2021/4/17 22:57,2,36800
1725,2021/4/17 22:06,4,18000
1726,2021/4/17 21:25,1,52300
1727,2021/4/17 20:35,2,37900
1728,2021/4/17 19:04,4,12300
1729,2021/4/17 18:46,2,38700
1730,2021/4/17 17:12,4,20600
1731,2021/4/17 16:34,2,27700
1732,2021/4/17 15:39,3,13300
1733,2021/4/17 14:24,4,5300
1734,2021/4/17 13:41,4,6300
1735,2021/4/17 13:11,1,48600
1736,2021/4/17 12:22,3,21900
1737,2021/4/17 11:55,2,30900
1738,2021/4/17 11:26,3,22400
1739,2021/4/17 01:40,3,19500
1740,2021/4/17 01:11,3,25800
1741,2021/4/17 00:25,2,23600
1742,2021/4/16 23:21,2,31500
1743,2021/4/16 22:38,1,32600
1744,2021/4/16 17:44,3,7000
1745,2021/4/16 02:18,2,28200
1746,2021/4/16 01:56,1,53300
1747,2021/4/16 01:19,2,25100
1748,2021/4/16 00:41,4,13700
1749,2021/4/15 22:56,2,26000
1750,2021/4/15 22:34,3,25100
1751,2021/4/15 22:10,1,38500
1752,2021/4/15 17:33,1,35800
1753,2021/4/15 17:05,2,31700
1754,2021/4/15 15:54,3,19000
1755,2021/4/15 15:12,1,31700
1756,2021/4/15 14:29,3,32900
1757,2021/4/15 14:00,3,16200
1758,2021/4/15 13:36,1,40600
1759,2021/4/15 12:45,3,21000
1760,2021/4/14 23:40,4,-1900
1761,2021/4/14 23:03,2,35500
1762,2021/4/14 02:10,2,23900
1763,2021/4/14 01:39,1,38000
1764,2021/4/14 00:41,1,51100
1765,2021/4/14 00:01,1,39500
1766,2021/4/13 23:42,2,32900
1767,2021/4/13 23:14,2,31200
1768,2021/4/13 22:38,3,22200
1769,2021/4/13 22:06,3,27300
1770,2021/4/13 17:51,1,45400
1771,2021/4/13 01:55,3,21300
1772,2021/4/13 01:25,1,45400
1773,2021/4/13 00:38,2,24300
1774,2021/4/13 00:06,2,34300
1775,2021/4/12 23:36,2,35000
1776,2021/4/12 22:30,2,24900
1777,2021/4/12 21:55,2,31000
1778,2021/4/12 17:15,1,44500
1779,2021/4/12 02:07,3,14300
1780,2021/4/12 01:35,1,40500
1781,2021/4/12 01:12,3,19900
1782,2021/4/12 00:24,1,32800
1783,2021/4/11 23:31,4,-700
1784,2021/4/11 13:36,4,3800
1785,2021/4/11 12:59,2,30900
1786,2021/4/11 12:29,1,31500
1787,2021/4/10 22:46,4,4700
1788,2021/4/10 20:38,3,19000
1789,2021/4/10 19:51,2,27600
1790,2021/4/10 19:07,1,36900
1791,2021/4/10 17:17,1,49900
1792,2021/4/10 16:32,3,25600
1793,2021/4/10 01:46,3,14700
1794,2021/4/10 01:03,1,47500
1795,2021/4/9 01:14,2,29500
1796,2021/4/9 00:06,1,34400
1797,2021/4/8 23:49,2,34300
1798,2021/4/8 00:21,3,27700
1799,2021/4/7 23:24,3,15400
1800,2021/4/7 01:54,3,22000
1801,2021/4/7 01:17,1,36400
1802,2021/4/7 00:29,1,37600
1803,2021/4/6 23:58,3,9200
1804,2021/3/30 22:36,4,17400
1805,2021/3/30 22:05,2,26800
1806,2021/3/30 21:18,1,52900
1807,2021/2/18 02:01,4,19900
1808,2021/2/18 00:55,3,16600
1809,2021/2/18 00:11,2,31300
1810,2021/2/17 01:43,1,33400
1811,2021/2/17 00:31,1,43800
1812,2021/2/16 23:58,4,15900
1813,2021/2/16 01:34,3,22700
1814,2021/2/15 01:17,2,26700
1815,2021/2/14 22:49,1,63300
1816,2021/2/14 22:18,2,26800
1817,2021/2/14 21:34,1,38400
1818,2021/2/14 20:46,2,32900
1819,2020/12/3 01:32,3,25000
1820,2020/12/3 00:57,2,26000
1821,2020/11/29 16:13,4,19500
1822,2020/11/28 00:39,2,31100
1823,2020/11/28 00:06,1,57900
1824,2020/11/27 22:35,2,21500
1825,2020/11/26 23:46,4,11200
1826,2020/11/26 23:20,3,22900
1827,2020/11/26 01:34,4,20000
1828,2020/11/24 13:03,4,-4400
1829,2020/11/24 00:57,1,34200
1830,2020/11/24 00:28,1,31700
1831,2020/11/19 23:48,4,15500
1832,2020/11/19 23:03,1,42500
1833,2020/11/19 01:13,1,45300
1834,2020/11/18 01:52,4,15600
1835,2020/11/18 01:36,2,35300
1836,2020/11/17 00:45,2,31200
1837,2020/11/16 23:57,1,66200
1838,2020/11/15 23:57,4,-300
1839,2020/11/15 21:51,1,36100
1840,2020/11/15 01:42,1,42600
1841,2020/11/15 00:51,2,33300
1842,2020/11/15 00:21,2,29700
1843,2020/11/14 23:49,3,23900
1844,2020/11/14 21:48,3,18400
1845,2020/11/13 23:19,2,26500
1846,2020/11/13 22:26,1,30200
1847,2020/11/13 17:34,2,35700
1848,2020/11/13 17:01,1,34100
1849,2020/11/13 16:06,1,77700
1850,2020/11/13 15:26,3,19500
1851,2020/11/13 14:58,2,27600
1852,2020/11/12 23:37,4,14900
1853,2020/11/12 01:35,3,23300
1854,2020/11/12 01:06,3,22800
1855,2020/11/12 00:21,1,46500
1856,2020/11/11 23:41,1,44800
1857,2020/11/11 00:15,3,26000
1858,2020/11/9 23:58,4,13200
1859,2020/11/8 19:17,4,16900
1860,2020/11/8 16:48,2,27500
1861,2020/11/8 15:45,2,30800
1862,2020/11/8 01:13,1,41400
1863,2020/11/8 00:38,3,19900
1864,2020/11/8 00:05,2,33000
1865,2020/11/7 00:56,2,19100
1866,2020/11/7 00:23,2,26300
1867,2020/11/6 17:31,3,26300
1868,2020/11/6 13:25,3,1700
1869,2020/11/6 12:49,1,39800
1870,2020/11/6 00:56,2,26400
1871,2020/11/6 00:30,3,23700
1872,2020/11/5 23:58,2,30400
1873,2020/11/5 01:55,3,13500
1874,2020/11/5 01:03,4,-900
1875,2020/11/4 01:23,2,46800
1876,2020/11/4 01:02,2,24300
1877,2020/11/4 00:46,4,-8800
1878,2020/11/4 00:05,2,32600
1879,2020/11/3 01:09,3,16800
1880,2020/11/3 00:34,2,25300
1881,2020/11/2 23:55,2,34600
1882,2020/11/1 23:58,4,21500
1883,2020/11/1 00:40,3,20700
1884,2020/11/1 00:08,1,48100
1885,2020/10/31 23:34,1,55000
1886,2020/10/31 22:09,3,21200
1887,2020/10/31 20:35,2,28900
1888,2020/10/31 20:02,1,36200
1889,2020/10/31 16:53,3,20000
1890,2020/10/31 15:05,3,6800
1891,2020/10/31 00:40,4,19900
1892,2020/10/30 23:52,1,43800
1893,2020/10/30 23:34,2,29900
1894,2020/10/30 22:23,2,25000
1895,2020/10/30 22:07,3,18800
1896,2020/10/30 16:27,2,38800
1897,2020/10/30 15:06,1,50400
1898,2020/10/30 13:52,3,18500
1899,2020/10/30 13:17,1,39500
1900,2020/10/30 11:09,2,36500
1901,2020/10/29 15:57,4,17300
1902,2020/10/28 21:58,4,-1100
1903,2020/10/28 21:15,1,45500
1904,2020/10/28 20:52,2,27100
1905,2020/10/28 17:47,2,21000
1906,2020/10/28 00:46,4,17400
1907,2020/10/28 00:11,3,15700
1908,2020/10/27 01:12,3,11600
1909,2020/10/27 00:29,3,23400
1910,2020/10/26 23:57,2,35000
1911,2020/10/26 01:11,1,37800
1912,2020/10/26 00:30,1,30700
1913,2020/10/25 23:51,1,44400
1914,2020/10/25 22:35,1,46300
1915,2020/10/25 21:48,2,32900
1916,2020/10/25 21:12,1,48000
1917,2020/10/25 15:18,4,13900
1918,2020/10/25 01:44,3,27000
1919,2020/10/25 00:48,1,32200
1920,2020/10/25 00:04,2,31000
1921,2020/10/24 22:49,3,11000
1922,2020/10/24 22:28,1,53500
1923,2020/10/24 21:45,2,33900
1924,2020/10/24 20:55,2,18500
1925,2020/10/24 00:27,2,28600
1926,2020/10/24 00:03,4,-3600
1927,2020/10/23 00:25,4,11900
1928,2020/10/22 23:43,1,38000
1929,2020/10/22 01:06,4,8300
1930,2020/10/21 22:42,4,6700
1931,2020/10/21 21:56,3,12300
1932,2020/10/21 01:36,2,36900
1933,2020/10/21 01:02,2,34900
1934,2020/10/21 00:18,1,44300
1935,2020/10/20 23:33,3,22600
1936,2020/10/20 02:21,1,42200
1937,2020/10/20 01:37,1,34200
1938,2020/10/20 00:58,3,19000
1939,2020/10/19 22:59,3,9200
1940,2020/10/17 23:23,4,4700
1941,2020/10/17 22:33,2,20300
1942,2020/10/17 21:32,4,14100
1943,2020/10/17 20:31,1,39100
1944,2020/10/17 19:58,3,25000
1945,2020/10/16 22:53,4,10200
1946,2020/10/16 22:18,1,60000
1947,2020/10/16 16:39,2,35400
1948,2020/10/16 16:00,2,32400
1949,2020/10/16 15:26,1,41700
1950,2020/10/16 14:36,2,31200
1951,2020/10/16 13:47,1,40200
1952,2020/10/16 13:15,4,11300
1953,2020/10/16 00:47,3,22600
1954,2020/10/16 00:17,1,45900
1955,2020/10/15 23:49,3,22900
1956,2020/10/15 22:28,3,10000
1957,2020/10/15 21:47,1,33100
1958,2020/10/15 01:40,4,300
1959,2020/10/15 00:16,4,-3800
1960,2020/10/14 23:42,1,39700
1961,2020/10/14 22:11,3,20700
1962,2020/10/14 21:13,3,25300
1963,2020/10/14 01:41,2,28300
1964,2020/10/14 00:52,1,36100
1965,2020/10/14 00:29,1,40500
1966,2020/10/14 00:06,1,37400
1967,2020/10/13 01:26,4,11800
1968,2020/10/12 15:14,1,34300
1969,2020/10/12 14:44,2,26900
1970,2020/10/12 14:16,2,17500
1971,2020/10/12 01:33,4,9000
1972,2020/10/12 01:10,3,23900
1973,2020/10/12 00:29,1,31600
1974,2020/10/11 22:12,4,-3500
1975,2020/10/11 21:52,2,22900
1976,2020/10/11 21:30,1,42000
1977,2020/10/11 20:38,3,15300
1978,2020/10/11 00:34,4,11700
1979,2020/10/10 23:59,1,40000
1980,2020/10/10 23:33,1,39800
1981,2020/10/10 22:49,1,43100
1982,2020/10/10 22:24,1,46100
1983,2020/10/10 20:57,1,37500
1984,2020/10/10 20:08,1,49300
1985,2020/10/10 02:02,1,47100
1986,2020/10/10 01:28,3,2400
1987,2020/10/10 00:56,4,4900
1988,2020/10/9 23:27,2,24400
1989,2020/10/9 22:40,1,41300
1990,2020/10/9 00:15,4,16400
1991,2020/10/8 23:56,3,17000
1992,2020/10/8 22:16,4,5900
1993,2020/10/8 21:38,3,22500
1994,2020/10/8 21:10,1,96600
1995,2020/10/8 15:31,3,27200
1996,2020/10/8 14:43,3,17900
1997,2020/10/8 13:55,1,37700
1998,2020/10/8 12:59,3,20400
1999,2020/10/8 12:08,1,31700
2000,2020/10/8 00:43,4,1400
2001,2020/10/8 00:29,3,29800
2002,2020/10/8 00:02,3,14800
2003,2020/10/7 23:26,4,17400
2004,2020/10/7 22:42,3,25000
2005,2020/10/7 21:47,2,25500
2006,2020/10/7 21:18,1,37900
2007,2020/10/7 01:20,4,4200
2008,2020/10/7 00:53,4,18700
2009,2020/10/7 00:19,3,20500
2010,2020/10/6 23:52,3,18000
2011,2020/10/6 21:47,3,19700
2012,2020/10/6 15:34,2,36200
2013,2020/10/6 14:52,2,30100
2014,2020/10/6 14:25,4,12400
2015,2020/10/6 13:50,3,22000
2016,2020/10/6 00:41,3,13600
2017,2020/10/6 00:17,4,-4400
2018,2020/10/5 23:36,2,23200
2019,2020/10/5 22:55,2,33200
2020,2020/10/5 01:06,3,24100
2021,2020/10/5 00:12,1,68900
2022,2020/10/4 23:40,3,25800
2023,2020/10/4 22:33,3,5000
2024,2020/10/4 21:56,1,39500
2025,2020/10/4 01:56,3,22100
2026,2020/10/4 01:31,3,22000
2027,2020/10/4 01:01,2,29100
2028,2020/10/4 00:30,1,36500
2029,2020/10/4 00:09,1,49200
2030,2020/10/3 20:43,1,64100
2031,2020/10/3 20:11,1,34500
2032,2020/10/3 19:58,2,27600
2033,2020/10/3 19:25,4,11100
2034,2020/10/3 02:23,3,20500
2035,2020/10/3 01:52,1,32300
2036,2020/10/3 01:09,2,21000
2037,2020/10/3 00:31,2,30800
2038,2020/10/2 22:52,3,26300
2039,2020/10/2 22:24,4,15900
2040,2020/10/2 21:51,4,9500
2041,2020/10/2 21:05,1,51700
2042,2020/10/2 20:23,1,31700
2043,2020/10/2 19:41,2,30300
2044,2020/10/2 19:00,3,28200
2045,2020/10/2 18:13,3,30500
2046,2020/10/2 17:25,2,22200
2047,2020/10/2 16:42,2,32400
2048,2020/10/2 15:53,2,28400
2049,2020/10/2 15:08,4,11400
2050,2020/10/2 13:05,4,-4700
2051,2020/10/2 12:26,3,14000
2052,2020/10/2 11:36,4,-3000
2053,2020/10/2 10:54,4,16400
2054,2020/10/2 10:21,1,50800
2055,2020/10/2 01:16,4,13300
2056,2020/10/1 22:41,4,8800
2057,2020/10/1 22:12,1,61300
2058,2020/10/1 02:23,4,-3100
2059,2020/10/1 01:58,2,26300
2060,2020/10/1 01:19,2,27200
2061,2020/10/1 00:39,3,12500
2062,2020/9/30 22:02,4,-3400
2063,2020/9/30 20:49,3,28300
2064,2020/9/29 23:57,3,17400
2065,2020/9/29 23:20,3,17600
2066,2020/9/29 19:26,4,-7800
2067,2020/9/29 17:05,1,39500
2068,2020/9/29 16:36,2,29400
2069,2020/9/28 22:55,4,17200
2070,2020/9/28 21:14,1,53200
2071,2020/9/28 01:36,3,28500
2072,2020/9/28 01:19,1,46200
2073,2020/9/28 01:06,1,45000
2074,2020/9/28 00:25,1,34600
2075,2020/9/27 21:43,3,20600
2076,2020/9/27 02:14,2,41700
2077,2020/9/27 00:42,1,30800
2078,2020/9/27 00:12,1,37200
2079,2020/9/26 22:25,3,22600
2080,2020/9/26 21:53,2,26500
2081,2020/9/26 20:25,4,8400
2082,2020/9/26 19:18,3,18000
2083,2020/9/25 13:57,2,35200
2084,2020/9/25 01:59,3,22400
2085,2020/9/25 01:21,1,32000
2086,2020/9/25 00:48,2,26700
2087,2020/9/25 00:13,1,39200
2088,2020/9/24 22:36,3,17600
2089,2020/9/24 22:15,1,46200
2090,2020/9/24 21:00,3,17600
2091,2020/9/24 19:33,1,31300
2092,2020/9/24 00:34,4,9300
2093,2020/9/23 23:43,2,24000
2094,2020/9/23 23:03,2,29400
2095,2020/9/23 21:16,3,18400
2096,2020/9/23 20:49,1,66200
2097,2020/9/23 01:45,2,31300
2098,2020/9/23 01:06,3,23900
2099,2020/9/23 00:43,3,12900
2100,2020/9/23 00:09,2,21500
2101,2020/9/22 22:52,1,35700
2102,2020/9/22 21:40,1,34800
2103,2020/9/22 00:54,2,26300
2104,2020/9/22 00:25,3,15800
2105,2020/9/21 21:51,3,20400
2106,2020/9/21 19:30,3,27700
2107,2020/9/21 18:56,1,47500
2108,2020/9/20 23:41,4,14900
2109,2020/9/20 23:18,3,25900
2110,2020/9/20 22:17,2,26600
2111,2020/9/20 21:44,2,36600
2112,2020/9/20 21:27,2,42200
2113,2020/9/20 01:17,3,21400
2114,2020/9/20 00:46,1,47300
2115,2020/9/20 00:06,2,35200
2116,2020/9/19 21:13,4,16800
2117,2020/9/19 20:29,2,26000
2118,2020/9/19 00:25,3,26300
2119,2020/9/18 23:50,1,30400
2120,2020/9/18 22:49,2,29500
2121,2020/9/18 22:08,1,38400
2122,2020/9/18 19:33,3,22400
2123,2020/9/18 18:39,2,24200
2124,2020/9/18 16:01,2,39900
2125,2020/9/18 15:08,3,21100
2126,2020/9/18 14:27,1,44000
2127,2020/9/18 00:28,4,17700
2128,2020/9/17 23:21,1,39400
2129,2020/9/17 22:44,2,25800
2130,2020/9/17 20:20,2,31900
2131,2020/9/16 23:44,2,31000
2132,2020/9/16 18:59,4,-800
2133,2020/9/15 22:00,3,21700
2134,2020/9/15 18:07,2,30000
2135,2020/9/14 21:40,4,-1100
2136,2020/9/14 21:08,2,29700
2137,2020/9/14 14:17,4,-100
2138,2020/9/14 13:49,3,17700
2139,2020/9/14 01:48,4,12400
2140,2020/9/14 01:04,3,17000
2141,2020/9/13 21:15,4,5400
2142,2020/9/13 20:03,2,25300
2143,2020/9/13 18:18,3,21600
2144,2020/9/13 17:49,1,40400
2145,2020/9/13 01:21,3,12200
2146,2020/9/12 19:05,4,11800
2147,2020/9/12 18:44,1,39400
2148,2020/9/12 01:58,2,36700
2149,2020/9/12 01:26,2,34300
2150,2020/9/12 01:15,3,20400
2151,2020/9/12 00:40,2,34600
2152,2020/9/12 00:09,1,39300
2153,2020/9/11 21:44,3,8900
2154,2020/9/11 21:03,2,26500
2155,2020/9/11 20:44,1,64000
2156,2020/9/10 19:51,4,-1900
2157,2020/9/10 19:20,3,20900
2158,2020/9/10 14:48,4,15600
2159,2020/9/10 13:54,2,25400
2160,2020/9/10 12:59,1,59100
2161,2020/9/10 12:24,1,58000
2162,2020/9/10 01:55,3,11700
2163,2020/9/10 01:30,2,33200
2164,2020/9/10 00:29,3,16600
2165,2020/9/9 23:49,1,40500
2166,2020/9/9 22:27,3,26600
2167,2020/9/9 21:53,3,20000
2168,2020/9/9 21:47,1,49000
2169,2020/9/9 00:55,4,4500
2170,2020/9/9 00:19,2,30400
2171,2020/9/8 23:43,2,37800
2172,2020/9/8 22:36,1,45400
2173,2020/9/8 22:18,1,42900
2174,2020/9/8 21:27,2,41500
2175,2020/9/8 01:34,2,38000
2176,2020/9/8 01:05,1,33600
2177,2020/9/8 00:31,2,22000
2178,2020/9/8 00:12,2,35400
2179,2020/9/7 21:56,1,40200
2180,2020/9/7 21:14,3,20300
2181,2020/9/7 20:50,1,39800
2182,2020/9/7 16:46,2,28900
2183,2020/9/7 16:10,3,18000
2184,2020/9/7 15:16,2,33300
2185,2020/9/7 14:29,2,22500
2186,2020/9/7 01:23,3,25500
2187,2020/9/7 00:52,3,27600
2188,2020/9/6 23:50,3,20300
2189,2020/9/6 22:44,1,86900
2190,2020/9/6 21:50,2,28500
2191,2020/9/6 21:07,1,63500
2192,2020/9/6 01:07,4,16800
2193,2020/9/6 00:43,1,35500
2194,2020/9/5 23:56,1,67500
2195,2020/9/5 23:32,1,42100
2196,2020/9/5 20:39,4,12500
2197,2020/9/5 19:55,1,34000
2198,2020/9/5 19:23,1,36900
2199,2020/9/5 18:36,1,49200
2200,2020/9/5 00:59,4,1200
2201,2020/9/4 21:53,3,18400
2202,2020/9/4 21:07,2,25000
2203,2020/9/4 20:31,2,28100
2204,2020/9/4 20:03,3,15700
2205,2020/9/4 19:27,1,43100
2206,2020/9/4 14:20,4,-14400
2207,2020/9/4 13:02,3,15700
2208,2020/9/3 22:05,4,18400
2209,2020/9/3 21:28,3,13900
2210,2020/9/3 20:53,2,26800
2211,2020/9/3 02:15,4,-1200
2212,2020/9/3 01:35,1,36600
2213,2020/9/3 00:51,1,34900
2214,2020/9/2 21:06,4,-3900
2215,2020/9/2 20:33,2,31200
2216,2020/9/1 20:12,4,-1300
2217,2020/9/1 19:34,3,26600
2218,2020/9/1 18:02,2,18700
2219,2020/9/1 17:05,1,52700
2220,2020/9/1 16:31,1,45500
2221,2020/9/1 15:53,3,18100
2222,2020/9/1 15:14,3,19900
2223,2020/9/1 14:37,1,33300
2224,2020/9/1 14:05,1,74800
2225,2020/8/31 20:37,2,33000
2226,2020/8/31 20:01,4,8300
2227,2020/8/31 19:20,1,40300
2228,2020/8/31 18:42,3,25300
2229,2020/8/31 18:15,3,18600
2230,2020/8/31 01:32,3,20700
2231,2020/8/31 01:03,1,54900
2232,2020/8/31 00:37,2,19200
2233,2020/8/31 00:04,3,14700
2234,2020/8/30 23:19,2,21800
2235,2020/8/30 22:06,4,700
2236,2020/8/30 21:18,3,28000
2237,2020/8/30 20:32,3,19900
2238,2020/8/30 20:07,2,24400
2239,2020/8/30 19:30,3,21300
2240,2020/8/30 18:55,3,17100
2241,2020/8/30 18:41,2,39000
2242,2020/8/30 18:14,4,16500
2243,2020/8/30 17:43,1,38400
2244,2020/8/30 02:08,4,3000
2245,2020/8/30 01:52,3,18900
2246,2020/8/30 01:16,2,29900
2247,2020/8/30 00:41,2,19700
2248,2020/8/30 00:07,4,16700
2249,2020/8/29 23:38,1,38400
2250,2020/8/29 22:54,3,22000
2251,2020/8/29 22:09,1,51700
2252,2020/8/29 19:44,4,8400
2253,2020/8/29 19:17,4,9300
2254,2020/8/29 00:25,4,11000
